1.1 א  בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ.	1 In the beginning God created the heaven and the earth.
18.25 כה  חָלִלָה לְּךָ מֵעֲשֹׂת כַּדָּבָר הַזֶּה, לְהָמִית צַדִּיק עִם-רָשָׁע, וְהָיָה כַצַּדִּיק, כָּרָשָׁע; חָלִלָה לָּךְ--הֲשֹׁפֵט כָּל-הָאָרֶץ, לֹא יַעֲשֶׂה מִשְׁפָּט.	25 That be far from Thee to do after this manner, to slay the righteous with the wicked, that so the righteous should be as the wicked; that be far from Thee; shall not the Judge of all the earth do justly?'
18.26 כו  וַיֹּאמֶר יְהוָה, אִם-אֶמְצָא בִסְדֹם חֲמִשִּׁים צַדִּיקִם בְּתוֹךְ הָעִיר--וְנָשָׂאתִי לְכָל-הַמָּקוֹם, בַּעֲבוּרָם.	26 And the LORD said: 'If I find in Sodom fifty righteous within the city, then I will forgive all the place for their sake.'
18.27 כז  וַיַּעַן אַבְרָהָם, וַיֹּאמַר:  הִנֵּה-נָא הוֹאַלְתִּי לְדַבֵּר אֶל-אֲדֹנָי, וְאָנֹכִי עָפָר וָאֵפֶר.	27 And Abraham answered and said: 'Behold now, I have taken upon me to speak unto the LORD, who am but dust and ashes.
18.28 כח  אוּלַי יַחְסְרוּן חֲמִשִּׁים הַצַּדִּיקִם, חֲמִשָּׁה--הֲתַשְׁחִית בַּחֲמִשָּׁה, אֶת-כָּל-הָעִיר; וַיֹּאמֶר, לֹא אַשְׁחִית, אִם-אֶמְצָא שָׁם, אַרְבָּעִים וַחֲמִשָּׁה.	28 Peradventure there shall lack five of the fifty righteous; wilt Thou destroy all the city for lack of five?' And He said: 'I will not destroy it, if I find there forty and five.'
18.29 כט  וַיֹּסֶף עוֹד לְדַבֵּר אֵלָיו, וַיֹּאמַר, אוּלַי יִמָּצְאוּן שָׁם, אַרְבָּעִים; וַיֹּאמֶר לֹא אֶעֱשֶׂה, בַּעֲבוּר הָאַרְבָּעִים.	29 And he spoke unto Him yet again, and said: 'Peradventure there shall be forty found there.' And He said: 'I will not do it for the forty's sake.'
18.30 ל  וַיֹּאמֶר אַל-נָא יִחַר לַאדֹנָי, וַאֲדַבֵּרָה--אוּלַי יִמָּצְאוּן שָׁם, שְׁלֹשִׁים; וַיֹּאמֶר לֹא אֶעֱשֶׂה, אִם-אֶמְצָא שָׁם שְׁלֹשִׁים.	30 And he said: 'Oh, let not the LORD be angry, and I will speak. Peradventure there shall thirty be found there.' And He said: 'I will not do it, if I find thirty there.'
18.31 לא  וַיֹּאמֶר, הִנֵּה-נָא הוֹאַלְתִּי לְדַבֵּר אֶל-אֲדֹנָי--אוּלַי יִמָּצְאוּן שָׁם, עֶשְׂרִים; וַיֹּאמֶר לֹא אַשְׁחִית, בַּעֲבוּר הָעֶשְׂרִים.	31 And he said: 'Behold now, I have taken upon me to speak unto the LORD. Peradventure there shall be twenty found there.' And He said: 'I will not destroy it for the twenty's sake.'
18.32 לב  וַיֹּאמֶר אַל-נָא יִחַר לַאדֹנָי, וַאֲדַבְּרָה אַךְ-הַפַּעַם--אוּלַי יִמָּצְאוּן שָׁם, עֲשָׂרָה; וַיֹּאמֶר לֹא אַשְׁחִית, בַּעֲבוּר הָעֲשָׂרָה.	32 And he said: 'Oh, let not the LORD be angry, and I will speak yet but this once. Peradventure ten shall be found there.' And He said: 'I will not destroy it for the ten's sake.'
18.33 לג  וַיֵּלֶךְ יְהוָה--כַּאֲשֶׁר כִּלָּה, לְדַבֵּר אֶל-אַבְרָהָם; וְאַבְרָהָם, שָׁב לִמְקֹמוֹ.	33 And the LORD went His way, as soon as He had left off speaking to Abraham; and Abraham returned unto his place.
19.1 א  וַיָּבֹאוּ שְׁנֵי הַמַּלְאָכִים סְדֹמָה, בָּעֶרֶב, וְלוֹט, יֹשֵׁב בְּשַׁעַר-סְדֹם; וַיַּרְא-לוֹט וַיָּקָם לִקְרָאתָם, וַיִּשְׁתַּחוּ אַפַּיִם אָרְצָה.	1 And the two angels came to Sodom at even; and Lot sat in the gate of Sodom; and Lot saw them, and rose up to meet them; and he fell down on his face to the earth;
19.2 ב  וַיֹּאמֶר הִנֶּה נָּא-אֲדֹנַי, סוּרוּ נָא אֶל-בֵּית עַבְדְּכֶם וְלִינוּ וְרַחֲצוּ רַגְלֵיכֶם, וְהִשְׁכַּמְתֶּם, וַהֲלַכְתֶּם לְדַרְכְּכֶם; וַיֹּאמְרוּ לֹּא, כִּי בָרְחוֹב נָלִין.	2 and he said: 'Behold now, my lords, turn aside, I pray you, into your servant's house, and tarry all night, and wash your feet, and ye shall rise up early, and go on your way.' And they said: 'Nay; but we will abide in the broad place all night.'
19.3 ג  וַיִּפְצַר-בָּם מְאֹד--וַיָּסֻרוּ אֵלָיו, וַיָּבֹאוּ אֶל-בֵּיתוֹ; וַיַּעַשׂ לָהֶם מִשְׁתֶּה, וּמַצּוֹת אָפָה וַיֹּאכֵלוּ.	3 And he urged them greatly; and they turned in unto him, and entered into his house; and he made them a feast, and did bake unleavened bread, and they did eat.
19.4 ד  טֶרֶם, יִשְׁכָּבוּ, וְאַנְשֵׁי הָעִיר אַנְשֵׁי סְדֹם נָסַבּוּ עַל-הַבַּיִת, מִנַּעַר וְעַד-זָקֵן:  כָּל-הָעָם, מִקָּצֶה.	4 But before they lay down, the men of the city, even the men of Sodom, compassed the house round, both young and old, all the people from every quarter.
19.5 ה  וַיִּקְרְאוּ אֶל-לוֹט וַיֹּאמְרוּ לוֹ, אַיֵּה הָאֲנָשִׁים אֲשֶׁר-בָּאוּ אֵלֶיךָ הַלָּיְלָה; הוֹצִיאֵם אֵלֵינוּ, וְנֵדְעָה אֹתָם.	5 And they called unto Lot, and said unto him: 'Where are the men that came in to thee this night? bring them out unto us, that we may know them.'
19.6 ו  וַיֵּצֵא אֲלֵהֶם לוֹט, הַפֶּתְחָה; וְהַדֶּלֶת, סָגַר אַחֲרָיו.	6 And Lot went out unto them to the door, and shut the door after him.
19.7 ז  וַיֹּאמַר:  אַל-נָא אַחַי, תָּרֵעוּ.	7 And he said: 'I pray you, my brethren, do not so wickedly.
19.8 ח  הִנֵּה-נָא לִי שְׁתֵּי בָנוֹת, אֲשֶׁר לֹא-יָדְעוּ אִישׁ--אוֹצִיאָה-נָּא אֶתְהֶן אֲלֵיכֶם, וַעֲשׂוּ לָהֶן כַּטּוֹב בְּעֵינֵיכֶם; רַק לָאֲנָשִׁים הָאֵל, אַל-תַּעֲשׂוּ דָבָר, כִּי-עַל-כֵּן בָּאוּ, בְּצֵל קֹרָתִי.	8 Behold now, I have two daughters that have not known man; let me, I pray you, bring them out unto you, and do ye to them as is good in your eyes; only unto these men do nothing; forasmuch as they are come under the shadow of my roof.'
19.9 ט  וַיֹּאמְרוּ גֶּשׁ-הָלְאָה, וַיֹּאמְרוּ הָאֶחָד בָּא-לָגוּר וַיִּשְׁפֹּט שָׁפוֹט--עַתָּה, נָרַע לְךָ מֵהֶם; וַיִּפְצְרוּ בָאִישׁ בְּלוֹט מְאֹד, וַיִּגְּשׁוּ לִשְׁבֹּר הַדָּלֶת.	9 And they said: 'Stand back.' And they said: 'This one fellow came in to sojourn, and he will needs play the judge; now will we deal worse with thee, than with them.' And they pressed sore upon the man, even Lot, and drew near to break the door.
19.10 י  וַיִּשְׁלְחוּ הָאֲנָשִׁים אֶת-יָדָם, וַיָּבִיאוּ אֶת-לוֹט אֲלֵיהֶם הַבָּיְתָה; וְאֶת-הַדֶּלֶת, סָגָרוּ.	10 But the men put forth their hand, and brought Lot into the house to them, and the door they shut.
19.11 יא  וְאֶת-הָאֲנָשִׁים אֲשֶׁר-פֶּתַח הַבַּיִת, הִכּוּ בַּסַּנְוֵרִים, מִקָּטֹן, וְעַד-גָּדוֹל; וַיִּלְאוּ, לִמְצֹא הַפָּתַח.	11 And they smote the men that were at the door of the house with blindness, both small and great; so that they wearied themselves to find the door.
19.12 יב  וַיֹּאמְרוּ הָאֲנָשִׁים אֶל-לוֹט, עֹד מִי-לְךָ פֹה--חָתָן וּבָנֶיךָ וּבְנֹתֶיךָ, וְכֹל אֲשֶׁר-לְךָ בָּעִיר:  הוֹצֵא, מִן-הַמָּקוֹם.	12 And the men said unto Lot: 'Hast thou here any besides? son-in-law, and thy sons, and thy daughters, and whomsoever thou hast in the city; bring them out of the place;
19.13 יג  כִּי-מַשְׁחִתִים אֲנַחְנוּ, אֶת-הַמָּקוֹם הַזֶּה:  כִּי-גָדְלָה צַעֲקָתָם אֶת-פְּנֵי יְהוָה, וַיְשַׁלְּחֵנוּ יְהוָה לְשַׁחֲתָהּ.	13 for we will destroy this place, because the cry of them is waxed great before the LORD; and the LORD hath sent us to destroy it.'
19.14 יד  וַיֵּצֵא לוֹט וַיְדַבֵּר אֶל-חֲתָנָיו לֹקְחֵי בְנֹתָיו, וַיֹּאמֶר קוּמוּ צְּאוּ מִן-הַמָּקוֹם הַזֶּה, כִּי-מַשְׁחִית יְהוָה, אֶת-הָעִיר; וַיְהִי כִמְצַחֵק, בְּעֵינֵי חֲתָנָיו.	14 And Lot went out, and spoke unto his sons-in-law, who married his daughters, and said: 'Up, get you out of this place; for the LORD will destroy the city.' But he seemed unto his sons-in-law as one that jested.
19.15 טו  וּכְמוֹ הַשַּׁחַר עָלָה, וַיָּאִיצוּ הַמַּלְאָכִים בְּלוֹט לֵאמֹר:  קוּם קַח אֶת-אִשְׁתְּךָ וְאֶת-שְׁתֵּי בְנֹתֶיךָ, הַנִּמְצָאֹת--פֶּן-תִּסָּפֶה, בַּעֲוֺן הָעִיר.	15 And when the morning arose, then the angels hastened Lot, saying: 'Arise, take thy wife, and thy two daughters that are here; lest thou be swept away in the iniquity of the city.'
19.16 טז  וַיִּתְמַהְמָהּ--וַיַּחֲזִיקוּ הָאֲנָשִׁים בְּיָדוֹ וּבְיַד-אִשְׁתּוֹ וּבְיַד שְׁתֵּי בְנֹתָיו, בְּחֶמְלַת יְהוָה עָלָיו; וַיֹּצִאֻהוּ וַיַּנִּחֻהוּ, מִחוּץ לָעִיר.	16 But he lingered; and the men laid hold upon his hand, and upon the hand of his wife, and upon the hand of his two daughters; the LORD being merciful unto him. And they brought him forth, and set him without the city.
19.17 יז  וַיְהִי כְהוֹצִיאָם אֹתָם הַחוּצָה, וַיֹּאמֶר הִמָּלֵט עַל-נַפְשֶׁךָ--אַל-תַּבִּיט אַחֲרֶיךָ, וְאַל-תַּעֲמֹד בְּכָל-הַכִּכָּר:  הָהָרָה הִמָּלֵט, פֶּן-תִּסָּפֶה.	17 And it came to pass, when they had brought them forth abroad, that he said: 'Escape for thy life; look not behind thee, neither stay thou in all the Plain; escape to the mountain, lest thou be swept away.'
19.18 יח  וַיֹּאמֶר לוֹט, אֲלֵהֶם:  אַל-נָא, אֲדֹנָי.	18 And Lot said unto them: 'Oh, not so, my lord;
19.19 יט  הִנֵּה-נָא מָצָא עַבְדְּךָ חֵן, בְּעֵינֶיךָ, וַתַּגְדֵּל חַסְדְּךָ אֲשֶׁר עָשִׂיתָ עִמָּדִי, לְהַחֲיוֹת אֶת-נַפְשִׁי; וְאָנֹכִי, לֹא אוּכַל לְהִמָּלֵט הָהָרָה--פֶּן-תִּדְבָּקַנִי הָרָעָה, וָמַתִּי.	19 behold now, thy servant hath found grace in thy sight, and thou hast magnified thy mercy, which thou hast shown unto me in saving my life; and I cannot escape to the mountain, lest the evil overtake me, and I die.
19.20 כ  הִנֵּה-נָא הָעִיר הַזֹּאת קְרֹבָה, לָנוּס שָׁמָּה--וְהִוא מִצְעָר; אִמָּלְטָה נָּא שָׁמָּה, הֲלֹא מִצְעָר הִוא--וּתְחִי נַפְשִׁי.	20 Behold now, this city is near to flee unto, and it is a little one; oh, let me escape thither--is it not a little one?--and my soul shall live.'
19.21 כא  וַיֹּאמֶר אֵלָיו--הִנֵּה נָשָׂאתִי פָנֶיךָ, גַּם לַדָּבָר הַזֶּה:  לְבִלְתִּי הָפְכִּי אֶת-הָעִיר, אֲשֶׁר דִּבַּרְתָּ.	21 And he said unto him: 'See, I have accepted thee concerning this thing also, that I will not overthrow the city of which thou hast spoken.
19.22 כב  מַהֵר, הִמָּלֵט שָׁמָּה, כִּי לֹא אוּכַל לַעֲשׂוֹת דָּבָר, עַד-בֹּאֲךָ שָׁמָּה; עַל-כֵּן קָרָא שֵׁם-הָעִיר, צוֹעַר.	22 Hasten thou, escape thither; for I cannot do any thing till thou be come thither.'--Therefore the name of the city was called Zoar.--
19.23 כג  הַשֶּׁמֶשׁ, יָצָא עַל-הָאָרֶץ; וְלוֹט, בָּא צֹעֲרָה.	23 The sun was risen upon the earth when Lot came unto Zoar.
19.24 כד  וַיהוָה, הִמְטִיר עַל-סְדֹם וְעַל-עֲמֹרָה--גָּפְרִית וָאֵשׁ:  מֵאֵת יְהוָה, מִן-הַשָּׁמָיִם.	24 Then the LORD caused to rain upon Sodom and upon Gomorrah brimstone and fire from the LORD out of heaven;
19.25 כה  וַיַּהֲפֹךְ אֶת-הֶעָרִים הָאֵל, וְאֵת כָּל-הַכִּכָּר, וְאֵת כָּל-יֹשְׁבֵי הֶעָרִים, וְצֶמַח הָאֲדָמָה.	25 and He overthrow those cities, and all the Plain, and all the inhabitants of the cities, and that which grew upon the ground.
19.26 כו  וַתַּבֵּט אִשְׁתּוֹ, מֵאַחֲרָיו; וַתְּהִי, נְצִיב מֶלַח.	26 But his wife looked back from behind him, and she became a pillar of salt.
19.27 כז  וַיַּשְׁכֵּם אַבְרָהָם, בַּבֹּקֶר:  אֶל-הַמָּקוֹם--אֲשֶׁר-עָמַד שָׁם, אֶת-פְּנֵי יְהוָה.	27 And Abraham got up early in the morning to the place where he had stood before the LORD.
19.28 כח  וַיַּשְׁקֵף, עַל-פְּנֵי סְדֹם וַעֲמֹרָה, וְעַל-כָּל-פְּנֵי, אֶרֶץ הַכִּכָּר; וַיַּרְא, וְהִנֵּה עָלָה קִיטֹר הָאָרֶץ, כְּקִיטֹר, הַכִּבְשָׁן.	28 And he looked out toward Sodom and Gomorrah, and toward all the land of the Plain, and beheld, and, lo, the smoke of the land went up as the smoke of a furnace.
19.29 כט  וַיְהִי, בְּשַׁחֵת אֱלֹהִים אֶת-עָרֵי הַכִּכָּר, וַיִּזְכֹּר אֱלֹהִים, אֶת-אַבְרָהָם; וַיְשַׁלַּח אֶת-לוֹט, מִתּוֹךְ הַהֲפֵכָה, בַּהֲפֹךְ אֶת-הֶעָרִים, אֲשֶׁר-יָשַׁב בָּהֵן לוֹט.	29 And it came to pass, when God destroyed the cities of the Plain, that God remembered Abraham, and sent Lot out of the midst of the overthrow, when He overthrew the cities in which Lot dwelt.
19.30 ל  וַיַּעַל לוֹט מִצּוֹעַר וַיֵּשֶׁב בָּהָר, וּשְׁתֵּי בְנֹתָיו עִמּוֹ, כִּי יָרֵא, לָשֶׁבֶת בְּצוֹעַר; וַיֵּשֶׁב, בַּמְּעָרָה--הוּא, וּשְׁתֵּי בְנֹתָיו.	30 And Lot went up out of Zoar, and dwelt in the mountain, and his two daughters with him; for he feared to dwell in Zoar; and he dwelt in a cave, he and his two daughters.
19.31 לא  וַתֹּאמֶר הַבְּכִירָה אֶל-הַצְּעִירָה, אָבִינוּ זָקֵן; וְאִישׁ אֵין בָּאָרֶץ לָבוֹא עָלֵינוּ, כְּדֶרֶךְ כָּל-הָאָרֶץ.	31 And the first-born said unto the younger: 'Our father is old, and there is not a man in the earth to come in unto us after the manner of all the earth.
19.32 לב  לְכָה נַשְׁקֶה אֶת-אָבִינוּ יַיִן, וְנִשְׁכְּבָה עִמּוֹ; וּנְחַיֶּה מֵאָבִינוּ, זָרַע.	32 Come, let us make our father drink wine, and we will lie with him, that we may preserve seed of our father.'
19.33 לג  וַתַּשְׁקֶיןָ אֶת-אֲבִיהֶן יַיִן, בַּלַּיְלָה הוּא; וַתָּבֹא הַבְּכִירָה וַתִּשְׁכַּב אֶת-אָבִיהָ, וְלֹא-יָדַע בְּשִׁכְבָהּ וּבְקוּמָהּ.	33 And they made their father drink wine that night. And the first-born went in, and lay with her father; and he knew not when she lay down, nor when she arose.
19.34 לד  וַיְהִי, מִמָּחֳרָת, וַתֹּאמֶר הַבְּכִירָה אֶל-הַצְּעִירָה, הֵן-שָׁכַבְתִּי אֶמֶשׁ אֶת-אָבִי; נַשְׁקֶנּוּ יַיִן גַּם-הַלַּיְלָה, וּבֹאִי שִׁכְבִי עִמּוֹ, וּנְחַיֶּה מֵאָבִינוּ, זָרַע.	34 And it came to pass on the morrow, that the first-born said unto the younger: 'Behold, I lay yesternight with my father. Let us make him drink wine this night also; and go thou in, and lie with him, that we may preserve seed of our father.'
